nn,md,nc,umap_metric,mcs,ms,eps,hdb_metric,Clusters,Silhouette,NoiseRatio,Score,TimeSec
120,0.0,8,euclidean,300,50,0.1,euclidean,39,0.6207064986228943,0.2828640751278605,0.3378424234950338,41.068
120,0.0,8,euclidean,300,50,0.0,euclidean,39,0.6207064986228943,0.2828640751278605,0.3378424234950338,42.963
80,0.0,8,euclidean,500,120,0.2,euclidean,23,0.5277966856956482,0.19035067814065526,0.33744600755499293,43.195
80,0.0,8,euclidean,500,120,0.0,euclidean,23,0.5277966856956482,0.19035067814065526,0.33744600755499293,43.014
80,0.0,8,euclidean,500,120,0.1,euclidean,23,0.5277966856956482,0.19035067814065526,0.33744600755499293,44.692
120,0.0,24,euclidean,300,120,0.0,euclidean,29,0.5737044215202332,0.23664228735010212,0.33706213417013103,48.621
120,0.0,24,euclidean,300,120,0.2,euclidean,29,0.5737044215202332,0.23664228735010212,0.33706213417013103,51.248
120,0.0,24,euclidean,300,120,0.1,euclidean,29,0.5737044215202332,0.23664228735010212,0.33706213417013103,52.001
80,0.0,24,euclidean,200,120,0.0,euclidean,43,0.6394243240356445,0.30271081708530434,0.3367135069503402,37.495
80,0.0,24,euclidean,200,120,0.1,euclidean,43,0.6394243240356445,0.30271081708530434,0.3367135069503402,39.518
80,0.05,8,euclidean,300,80,0.2,euclidean,27,0.5696742534637451,0.23419853724100612,0.335475716222739,43.806
80,0.05,8,euclidean,300,80,0.0,euclidean,27,0.5696742534637451,0.23419853724100612,0.335475716222739,46.779
80,0.05,8,euclidean,300,80,0.1,euclidean,27,0.5696742534637451,0.23419853724100612,0.335475716222739,44.743
50,0.05,8,euclidean,500,120,0.1,euclidean,26,0.6079941391944885,0.27397929794550435,0.3340148412489842,34.394
50,0.05,8,euclidean,500,120,0.0,euclidean,26,0.6079941391944885,0.27397929794550435,0.3340148412489842,36.412
50,0.05,8,euclidean,500,120,0.2,euclidean,26,0.6079941391944885,0.27397929794550435,0.3340148412489842,36.066
50,0.0,16,euclidean,200,120,0.2,euclidean,44,0.6528804302215576,0.3190315767424811,0.3338488534790765,33.078
80,0.05,8,euclidean,500,80,0.2,euclidean,26,0.5660820603370667,0.23353523363996578,0.3325468266971009,47.201
80,0.05,8,euclidean,500,80,0.0,euclidean,26,0.5660820603370667,0.23353523363996578,0.3325468266971009,43.155
80,0.05,8,euclidean,500,80,0.1,euclidean,26,0.5660820603370667,0.23353523363996578,0.3325468266971009,43.26
120,0.05,24,euclidean,500,80,0.1,euclidean,24,0.5453444719314575,0.21314737558693642,0.3321970963445211,56.288
120,0.05,24,euclidean,500,80,0.2,euclidean,24,0.5453444719314575,0.21314737558693642,0.3321970963445211,55.263
120,0.05,24,euclidean,500,80,0.0,euclidean,24,0.5453444719314575,0.21314737558693642,0.3321970963445211,55.152
80,0.05,16,euclidean,300,50,0.1,euclidean,30,0.59450364112854,0.262912601022884,0.33159104010565604,41.891
80,0.05,16,euclidean,300,50,0.2,euclidean,30,0.59450364112854,0.262912601022884,0.33159104010565604,41.929
80,0.05,16,euclidean,300,50,0.0,euclidean,30,0.59450364112854,0.262912601022884,0.33159104010565604,44.116
120,0.0,16,euclidean,200,80,0.2,euclidean,41,0.6109267473220825,0.2796871999860357,0.3312395473360468,44.844
50,0.0,16,euclidean,200,120,0.0,euclidean,45,0.6524251103401184,0.3218418893679415,0.3305832209721769,32.368
50,0.0,16,euclidean,200,120,0.1,euclidean,45,0.6524251103401184,0.3218418893679415,0.3305832209721769,31.035
80,0.05,24,euclidean,500,50,0.2,euclidean,25,0.5758777260780334,0.246103091343888,0.3297746347341455,41.599
80,0.05,24,euclidean,500,50,0.1,euclidean,25,0.5758777260780334,0.246103091343888,0.3297746347341455,43.482
80,0.05,24,euclidean,500,50,0.0,euclidean,25,0.5758777260780334,0.246103091343888,0.3297746347341455,41.809
80,0.05,24,euclidean,300,50,0.1,euclidean,31,0.5923438668251038,0.26266822601197437,0.3296756408131294,41.204
80,0.05,24,euclidean,300,50,0.2,euclidean,31,0.5923438668251038,0.26266822601197437,0.3296756408131294,39.502
80,0.05,24,euclidean,300,50,0.0,euclidean,31,0.5923438668251038,0.26266822601197437,0.3296756408131294,38.999
50,0.05,8,euclidean,300,120,0.2,euclidean,29,0.6111762523651123,0.2816422000733125,0.32953405229179983,35.338
50,0.05,8,euclidean,300,120,0.0,euclidean,29,0.6111762523651123,0.2816422000733125,0.32953405229179983,35.659
50,0.05,8,euclidean,300,120,0.1,euclidean,29,0.6111762523651123,0.2816422000733125,0.32953405229179983,34.205
80,0.05,16,euclidean,300,80,0.2,euclidean,30,0.6110122799873352,0.2820087625896769,0.3290035173976583,39.677
80,0.05,16,euclidean,300,80,0.0,euclidean,30,0.6110122799873352,0.2820087625896769,0.3290035173976583,41.707
80,0.05,16,euclidean,300,80,0.1,euclidean,30,0.6110122799873352,0.2820087625896769,0.3290035173976583,39.486
120,0.05,8,euclidean,300,50,0.2,euclidean,31,0.6078140139579773,0.27961737855434726,0.32819663540363003,37.216
80,0.05,16,euclidean,500,50,0.2,euclidean,26,0.5881667733192444,0.26066085985093124,0.32750591346831315,44.582
80,0.05,16,euclidean,500,50,0.0,euclidean,26,0.5881667733192444,0.26066085985093124,0.32750591346831315,44.106
80,0.05,16,euclidean,500,50,0.1,euclidean,26,0.5881667733192444,0.26066085985093124,0.32750591346831315,43.579
120,0.0,16,euclidean,200,50,0.1,euclidean,46,0.6107416749000549,0.2839463073190316,0.32679536758102334,46.212
120,0.0,16,euclidean,200,50,0.0,euclidean,46,0.6107416749000549,0.2839463073190316,0.32679536758102334,44.815
120,0.05,24,euclidean,300,80,0.0,euclidean,27,0.5489760041236877,0.22278273315994346,0.3261932709637443,53.396
120,0.05,24,euclidean,300,80,0.1,euclidean,27,0.5489760041236877,0.22278273315994346,0.3261932709637443,56.065
