nn,md,nc,umap_metric,mcs,ms,eps,hdb_metric,Clusters,Silhouette,NoiseRatio,Score,TimeSec
8,0.0,4,euclidean,20,25,0.05,euclidean,51,0.7473874688148499,0.25984752223634056,0.4875399465785093,0.303
8,0.0,4,euclidean,20,25,0.1,euclidean,51,0.7473874688148499,0.25984752223634056,0.4875399465785093,0.3
8,0.0,4,euclidean,20,25,0.0,euclidean,51,0.7473874688148499,0.25984752223634056,0.4875399465785093,0.301
8,0.0,4,euclidean,25,25,0.0,euclidean,50,0.7425786256790161,0.25137653536637017,0.49120209031264594,0.305
8,0.0,4,euclidean,25,25,0.1,euclidean,50,0.7425786256790161,0.25137653536637017,0.49120209031264594,0.307
8,0.0,4,euclidean,25,25,0.05,euclidean,50,0.7425786256790161,0.25137653536637017,0.49120209031264594,0.305
10,0.0,6,euclidean,20,25,0.0,euclidean,48,0.7361198663711548,0.2496823379923761,0.4864375283787787,0.33
10,0.0,6,euclidean,20,25,0.05,euclidean,48,0.7361198663711548,0.2496823379923761,0.4864375283787787,0.335
10,0.0,6,euclidean,20,25,0.1,euclidean,48,0.7361198663711548,0.2496823379923761,0.4864375283787787,0.33
10,0.0,6,euclidean,20,20,0.0,euclidean,58,0.7341029047966003,0.21982210927573062,0.5142807955208697,0.356
10,0.0,6,euclidean,20,20,0.1,euclidean,58,0.7341029047966003,0.21982210927573062,0.5142807955208697,0.343
10,0.0,6,euclidean,20,20,0.05,euclidean,58,0.7341029047966003,0.21982210927573062,0.5142807955208697,0.339
10,0.0,4,euclidean,20,20,0.05,euclidean,58,0.7335798740386963,0.21833968657348582,0.5152401874652105,0.323
10,0.0,4,euclidean,20,20,0.0,euclidean,58,0.7335798740386963,0.21833968657348582,0.5152401874652105,0.321
10,0.0,4,euclidean,20,20,0.1,euclidean,58,0.7335798740386963,0.21833968657348582,0.5152401874652105,0.323
10,0.0,4,euclidean,25,25,0.0,euclidean,46,0.7312779426574707,0.23570520965692504,0.49557273300054566,0.314
10,0.0,4,euclidean,20,25,0.0,euclidean,46,0.7312779426574707,0.23570520965692504,0.49557273300054566,0.311
10,0.0,4,euclidean,20,25,0.05,euclidean,46,0.7312779426574707,0.23570520965692504,0.49557273300054566,0.317
10,0.0,4,euclidean,25,25,0.1,euclidean,46,0.7312779426574707,0.23570520965692504,0.49557273300054566,0.316
10,0.0,4,euclidean,25,25,0.05,euclidean,46,0.7312779426574707,0.23570520965692504,0.49557273300054566,0.313
10,0.0,4,euclidean,20,25,0.1,euclidean,46,0.7312779426574707,0.23570520965692504,0.49557273300054566,0.311
8,0.0,6,euclidean,20,20,0.1,euclidean,60,0.7285811901092529,0.19758576874205844,0.5309954213671945,0.38
8,0.0,6,euclidean,20,20,0.05,euclidean,60,0.7285811901092529,0.19758576874205844,0.5309954213671945,0.371
8,0.0,6,euclidean,20,20,0.0,euclidean,60,0.7285811901092529,0.19758576874205844,0.5309954213671945,0.368
8,0.0,5,euclidean,20,20,0.1,euclidean,60,0.7281316518783569,0.1984328674290555,0.5296987844493014,0.353
8,0.0,5,euclidean,20,20,0.05,euclidean,60,0.7281316518783569,0.1984328674290555,0.5296987844493014,0.352
8,0.0,5,euclidean,20,20,0.0,euclidean,60,0.7281316518783569,0.1984328674290555,0.5296987844493014,0.351
12,0.0,6,euclidean,20,20,0.05,euclidean,55,0.727776050567627,0.23930537907666244,0.4884706714909645,0.317
12,0.0,6,euclidean,20,20,0.1,euclidean,55,0.727776050567627,0.23930537907666244,0.4884706714909645,0.335
12,0.0,6,euclidean,20,20,0.0,euclidean,55,0.727776050567627,0.23930537907666244,0.4884706714909645,0.317
10,0.0,4,euclidean,25,20,0.1,euclidean,49,0.7258919477462769,0.21050402371876323,0.5153879240275137,0.318
10,0.0,4,euclidean,25,20,0.05,euclidean,49,0.7258919477462769,0.21050402371876323,0.5153879240275137,0.319
10,0.0,4,euclidean,25,20,0.0,euclidean,49,0.7258919477462769,0.21050402371876323,0.5153879240275137,0.316
10,0.0,4,euclidean,25,30,0.0,euclidean,40,0.7245238423347473,0.2695891571368064,0.4549346851979409,0.31
10,0.0,4,euclidean,25,30,0.05,euclidean,40,0.7245238423347473,0.2695891571368064,0.4549346851979409,0.303
10,0.0,4,euclidean,30,30,0.0,euclidean,40,0.7245238423347473,0.2695891571368064,0.4549346851979409,0.319
10,0.0,4,euclidean,25,30,0.1,euclidean,40,0.7245238423347473,0.2695891571368064,0.4549346851979409,0.299
10,0.0,4,euclidean,30,30,0.1,euclidean,40,0.7245238423347473,0.2695891571368064,0.4549346851979409,0.311
10,0.0,4,euclidean,30,30,0.05,euclidean,40,0.7245238423347473,0.2695891571368064,0.4549346851979409,0.322
10,0.0,4,euclidean,30,25,0.05,euclidean,42,0.7244405150413513,0.2481999152901313,0.47624059975122,0.302
10,0.0,4,euclidean,30,25,0.0,euclidean,42,0.7244405150413513,0.2481999152901313,0.47624059975122,0.301
10,0.0,4,euclidean,30,25,0.1,euclidean,42,0.7244405150413513,0.2481999152901313,0.47624059975122,0.307
12,0.0,5,euclidean,20,20,0.05,euclidean,57,0.7244298458099365,0.22596357475645912,0.4984662710534774,0.318
12,0.0,5,euclidean,20,20,0.0,euclidean,57,0.7244298458099365,0.22596357475645912,0.4984662710534774,0.321
12,0.0,5,euclidean,20,20,0.1,euclidean,57,0.7244298458099365,0.22596357475645912,0.4984662710534774,0.318
8,0.0,4,euclidean,20,20,0.05,euclidean,61,0.7240762710571289,0.20648030495552733,0.5175959661016016,0.325
